#Photon energy	Wavelength	ep1	ep2	n	k
#eV	m				
2.889e-01	4.292e-06	-8.674e+02	1.320e+02	2.235e+00	2.954e+01
2.869e-01	4.321e-06	-8.787e+02	1.346e+02	2.264e+00	2.973e+01
2.850e-01	4.350e-06	-8.903e+02	1.373e+02	2.294e+00	2.993e+01
2.831e-01	4.379e-06	-9.022e+02	1.400e+02	2.324e+00	3.013e+01
2.812e-01	4.409e-06	-9.142e+02	1.428e+02	2.355e+00	3.033e+01
2.793e-01	4.439e-06	-9.265e+02	1.457e+02	2.386e+00	3.053e+01
2.774e-01	4.470e-06	-9.391e+02	1.487e+02	2.418e+00	3.074e+01
2.755e-01	4.501e-06	-9.519e+02	1.517e+02	2.451e+00	3.095e+01
2.736e-01	4.532e-06	-9.649e+02	1.548e+02	2.484e+00	3.116e+01
2.716e-01	4.564e-06	-9.782e+02	1.580e+02	2.518e+00	3.138e+01
2.697e-01	4.597e-06	-9.918e+02	1.613e+02	2.553e+00	3.160e+01
2.678e-01	4.629e-06	-1.006e+03	1.647e+02	2.588e+00	3.182e+01
2.659e-01	4.663e-06	-1.020e+03	1.682e+02	2.624e+00	3.204e+01
2.640e-01	4.697e-06	-1.034e+03	1.717e+02	2.661e+00	3.227e+01
2.621e-01	4.731e-06	-1.049e+03	1.754e+02	2.699e+00	3.250e+01
2.602e-01	4.766e-06	-1.064e+03	1.792e+02	2.737e+00	3.274e+01
2.583e-01	4.801e-06	-1.079e+03	1.831e+02	2.776e+00	3.297e+01
2.563e-01	4.837e-06	-1.095e+03	1.871e+02	2.817e+00	3.321e+01
2.544e-01	4.873e-06	-1.111e+03	1.912e+02	2.858e+00	3.346e+01
2.525e-01	4.910e-06	-1.128e+03	1.955e+02	2.899e+00	3.371e+01
2.506e-01	4.947e-06	-1.144e+03	1.998e+02	2.942e+00	3.396e+01
2.487e-01	4.986e-06	-1.162e+03	2.043e+02	2.986e+00	3.421e+01
2.468e-01	5.024e-06	-1.179e+03	2.089e+02	3.031e+00	3.447e+01
2.449e-01	5.063e-06	-1.197e+03	2.137e+02	3.077e+00	3.473e+01
2.429e-01	5.103e-06	-1.215e+03	2.186e+02	3.123e+00	3.500e+01
2.410e-01	5.144e-06	-1.234e+03	2.237e+02	3.171e+00	3.527e+01
2.391e-01	5.185e-06	-1.253e+03	2.289e+02	3.220e+00	3.555e+01
2.372e-01	5.227e-06	-1.273e+03	2.343e+02	3.270e+00	3.582e+01
2.353e-01	5.269e-06	-1.293e+03	2.399e+02	3.321e+00	3.611e+01
2.334e-01	5.312e-06	-1.313e+03	2.456e+02	3.374e+00	3.640e+01
2.315e-01	5.356e-06	-1.334e+03	2.515e+02	3.427e+00	3.669e+01
2.296e-01	5.401e-06	-1.356e+03	2.576e+02	3.482e+00	3.698e+01
2.276e-01	5.446e-06	-1.378e+03	2.639e+02	3.539e+00	3.729e+01
2.257e-01	5.493e-06	-1.400e+03	2.704e+02	3.596e+00	3.759e+01
2.238e-01	5.539e-06	-1.423e+03	2.771e+02	3.655e+00	3.790e+01
2.219e-01	5.587e-06	-1.447e+03	2.840e+02	3.716e+00	3.822e+01
2.200e-01	5.636e-06	-1.471e+03	2.912e+02	3.778e+00	3.854e+01
2.181e-01	5.685e-06	-1.496e+03	2.986e+02	3.841e+00	3.887e+01
2.162e-01	5.736e-06	-1.521e+03	3.063e+02	3.906e+00	3.920e+01
2.143e-01	5.787e-06	-1.548e+03	3.142e+02	3.973e+00	3.954e+01
2.123e-01	5.839e-06	-1.574e+03	3.224e+02	4.042e+00	3.988e+01
2.104e-01	5.892e-06	-1.602e+03	3.309e+02	4.112e+00	4.023e+01
2.085e-01	5.946e-06	-1.630e+03	3.396e+02	4.184e+00	4.059e+01
2.066e-01	6.001e-06	-1.659e+03	3.487e+02	4.258e+00	4.095e+01
2.047e-01	6.057e-06	-1.688e+03	3.581e+02	4.334e+00	4.132e+01
2.028e-01	6.114e-06	-1.719e+03	3.678e+02	4.412e+00	4.169e+01
2.009e-01	6.173e-06	-1.750e+03	3.779e+02	4.492e+00	4.207e+01
1.990e-01	6.232e-06	-1.782e+03	3.884e+02	4.574e+00	4.246e+01
1.970e-01	6.292e-06	-1.815e+03	3.992e+02	4.658e+00	4.285e+01
1.951e-01	6.354e-06	-1.849e+03	4.105e+02	4.745e+00	4.326e+01
1.932e-01	6.417e-06	-1.883e+03	4.222e+02	4.834e+00	4.367e+01
1.913e-01	6.481e-06	-1.919e+03	4.343e+02	4.926e+00	4.408e+01
1.894e-01	6.547e-06	-1.956e+03	4.468e+02	5.020e+00	4.451e+01
1.875e-01	6.613e-06	-1.993e+03	4.599e+02	5.117e+00	4.494e+01
1.856e-01	6.682e-06	-2.032e+03	4.735e+02	5.216e+00	4.538e+01
1.836e-01	6.751e-06	-2.072e+03	4.875e+02	5.319e+00	4.583e+01
1.817e-01	6.822e-06	-2.113e+03	5.022e+02	5.424e+00	4.629e+01
1.798e-01	6.895e-06	-2.156e+03	5.174e+02	5.533e+00	4.676e+01
1.779e-01	6.969e-06	-2.199e+03	5.333e+02	5.645e+00	4.723e+01
1.760e-01	7.045e-06	-2.244e+03	5.497e+02	5.760e+00	4.772e+01
1.741e-01	7.122e-06	-2.290e+03	5.669e+02	5.879e+00	4.821e+01
1.722e-01	7.201e-06	-2.338e+03	5.848e+02	6.001e+00	4.872e+01
1.703e-01	7.282e-06	-2.387e+03	6.034e+02	6.127e+00	4.924e+01
1.683e-01	7.365e-06	-2.437e+03	6.228e+02	6.258e+00	4.976e+01
1.664e-01	7.450e-06	-2.489e+03	6.430e+02	6.392e+00	5.030e+01
1.645e-01	7.536e-06	-2.543e+03	6.641e+02	6.530e+00	5.085e+01
1.626e-01	7.625e-06	-2.599e+03	6.861e+02	6.673e+00	5.141e+01
1.607e-01	7.716e-06	-2.656e+03	7.091e+02	6.820e+00	5.198e+01
1.588e-01	7.809e-06	-2.715e+03	7.331e+02	6.973e+00	5.257e+01
1.569e-01	7.904e-06	-2.776e+03	7.582e+02	7.130e+00	5.317e+01
1.550e-01	8.001e-06	-2.839e+03	7.844e+02	7.293e+00	5.378e+01
1.530e-01	8.101e-06	-2.904e+03	8.118e+02	7.461e+00	5.440e+01
1.511e-01	8.204e-06	-2.972e+03	8.405e+02	7.634e+00	5.504e+01
1.492e-01	8.309e-06	-3.041e+03	8.705e+02	7.814e+00	5.570e+01
1.473e-01	8.417e-06	-3.113e+03	9.019e+02	8.000e+00	5.637e+01
1.454e-01	8.528e-06	-3.188e+03	9.348e+02	8.193e+00	5.705e+01
1.435e-01	8.642e-06	-3.265e+03	9.693e+02	8.392e+00	5.775e+01
1.416e-01	8.758e-06	-3.345e+03	1.005e+03	8.598e+00	5.847e+01
1.396e-01	8.878e-06	-3.427e+03	1.043e+03	8.812e+00	5.920e+01
1.377e-01	9.002e-06	-3.513e+03	1.083e+03	9.034e+00	5.996e+01
1.358e-01	9.128e-06	-3.602e+03	1.125e+03	9.263e+00	6.073e+01
1.339e-01	9.259e-06	-3.694e+03	1.169e+03	9.502e+00	6.152e+01
1.320e-01	9.393e-06	-3.790e+03	1.215e+03	9.749e+00	6.233e+01
1.301e-01	9.531e-06	-3.889e+03	1.264e+03	1.001e+01	6.316e+01
1.282e-01	9.673e-06	-3.992e+03	1.315e+03	1.027e+01	6.401e+01
1.263e-01	9.820e-06	-4.099e+03	1.369e+03	1.055e+01	6.489e+01
1.243e-01	9.971e-06	-4.210e+03	1.426e+03	1.084e+01	6.578e+01
1.224e-01	1.013e-05	-4.326e+03	1.486e+03	1.114e+01	6.671e+01
1.205e-01	1.029e-05	-4.446e+03	1.549e+03	1.145e+01	6.765e+01
1.186e-01	1.045e-05	-4.571e+03	1.616e+03	1.177e+01	6.863e+01
1.167e-01	1.063e-05	-4.701e+03	1.686e+03	1.211e+01	6.963e+01
1.148e-01	1.080e-05	-4.837e+03	1.761e+03	1.246e+01	7.065e+01
1.129e-01	1.099e-05	-4.978e+03	1.840e+03	1.283e+01	7.171e+01
1.110e-01	1.117e-05	-5.125e+03	1.923e+03	1.321e+01	7.280e+01
1.090e-01	1.137e-05	-5.278e+03	2.012e+03	1.361e+01	7.391e+01
1.071e-01	1.157e-05	-5.438e+03	2.105e+03	1.402e+01	7.507e+01
1.052e-01	1.178e-05	-5.605e+03	2.205e+03	1.446e+01	7.625e+01
1.033e-01	1.200e-05	-5.780e+03	2.310e+03	1.491e+01	7.747e+01
1.014e-01	1.223e-05	-5.962e+03	2.423e+03	1.538e+01	7.873e+01
9.947e-02	1.246e-05	-6.153e+03	2.542e+03	1.588e+01	8.003e+01
9.756e-02	1.271e-05	-6.353e+03	2.669e+03	1.640e+01	8.137e+01
9.565e-02	1.296e-05	-6.562e+03	2.804e+03	1.694e+01	8.276e+01
9.374e-02	1.323e-05	-6.781e+03	2.948e+03	1.751e+01	8.418e+01
9.183e-02	1.350e-05	-7.010e+03	3.101e+03	1.810e+01	8.566e+01
8.991e-02	1.379e-05	-7.251e+03	3.265e+03	1.872e+01	8.718e+01
8.800e-02	1.409e-05	-7.503e+03	3.440e+03	1.938e+01	8.876e+01
8.608e-02	1.440e-05	-7.768e+03	3.627e+03	2.006e+01	9.039e+01
8.417e-02	1.473e-05	-8.047e+03	3.827e+03	2.078e+01	9.208e+01
8.226e-02	1.507e-05	-8.340e+03	4.042e+03	2.154e+01	9.383e+01
8.035e-02	1.543e-05	-8.649e+03	4.272e+03	2.233e+01	9.564e+01
7.843e-02	1.581e-05	-8.974e+03	4.518e+03	2.317e+01	9.752e+01
7.652e-02	1.620e-05	-9.316e+03	4.783e+03	2.404e+01	9.947e+01
7.461e-02	1.662e-05	-9.678e+03	5.068e+03	2.497e+01	1.015e+02
7.269e-02	1.706e-05	-1.006e+04	5.375e+03	2.594e+01	1.036e+02
7.078e-02	1.752e-05	-1.046e+04	5.705e+03	2.697e+01	1.058e+02
6.887e-02	1.800e-05	-1.089e+04	6.062e+03	2.805e+01	1.081e+02
6.696e-02	1.852e-05	-1.135e+04	6.447e+03	2.919e+01	1.104e+02
6.504e-02	1.906e-05	-1.183e+04	6.863e+03	3.039e+01	1.129e+02
6.313e-02	1.964e-05	-1.234e+04	7.313e+03	3.166e+01	1.155e+02
6.121e-02	2.025e-05	-1.289e+04	7.801e+03	3.300e+01	1.182e+02
5.930e-02	2.091e-05	-1.347e+04	8.330e+03	3.441e+01	1.210e+02
5.739e-02	2.160e-05	-1.409e+04	8.905e+03	3.591e+01	1.240e+02
5.548e-02	2.235e-05	-1.476e+04	9.531e+03	3.749e+01	1.271e+02
5.356e-02	2.315e-05	-1.547e+04	1.021e+04	3.916e+01	1.304e+02
5.165e-02	2.400e-05	-1.624e+04	1.096e+04	4.092e+01	1.339e+02
4.974e-02	2.493e-05	-1.707e+04	1.177e+04	4.279e+01	1.375e+02
					
					
					
					
					
					
					
					
					
					
					
