#Photon energy	Wavelength	ep1	ep2	n	k
#eV	m				
2.927e-01	4.236e-06	-8.841e+02	1.449e+02	2.429e+00	2.983e+01
2.908e-01	4.264e-06	-8.954e+02	1.477e+02	2.459e+00	3.002e+01
2.889e-01	4.292e-06	-9.070e+02	1.505e+02	2.491e+00	3.022e+01
2.869e-01	4.321e-06	-9.187e+02	1.535e+02	2.523e+00	3.041e+01
2.850e-01	4.350e-06	-9.307e+02	1.565e+02	2.555e+00	3.061e+01
2.831e-01	4.379e-06	-9.429e+02	1.595e+02	2.589e+00	3.082e+01
2.812e-01	4.409e-06	-9.553e+02	1.627e+02	2.622e+00	3.102e+01
2.793e-01	4.439e-06	-9.680e+02	1.659e+02	2.657e+00	3.123e+01
2.774e-01	4.470e-06	-9.810e+02	1.693e+02	2.692e+00	3.144e+01
2.755e-01	4.501e-06	-9.942e+02	1.727e+02	2.728e+00	3.165e+01
2.736e-01	4.532e-06	-1.008e+03	1.762e+02	2.765e+00	3.186e+01
2.716e-01	4.564e-06	-1.021e+03	1.798e+02	2.802e+00	3.208e+01
2.697e-01	4.597e-06	-1.035e+03	1.835e+02	2.840e+00	3.230e+01
2.678e-01	4.629e-06	-1.050e+03	1.873e+02	2.879e+00	3.253e+01
2.659e-01	4.663e-06	-1.064e+03	1.912e+02	2.919e+00	3.275e+01
2.640e-01	4.697e-06	-1.079e+03	1.952e+02	2.959e+00	3.298e+01
2.621e-01	4.731e-06	-1.094e+03	1.993e+02	3.000e+00	3.322e+01
2.602e-01	4.766e-06	-1.110e+03	2.036e+02	3.043e+00	3.345e+01
2.583e-01	4.801e-06	-1.126e+03	2.079e+02	3.086e+00	3.369e+01
2.563e-01	4.837e-06	-1.142e+03	2.124e+02	3.130e+00	3.394e+01
2.544e-01	4.873e-06	-1.158e+03	2.170e+02	3.174e+00	3.418e+01
2.525e-01	4.910e-06	-1.175e+03	2.218e+02	3.220e+00	3.443e+01
2.506e-01	4.947e-06	-1.192e+03	2.267e+02	3.267e+00	3.469e+01
2.487e-01	4.986e-06	-1.210e+03	2.317e+02	3.315e+00	3.494e+01
2.468e-01	5.024e-06	-1.228e+03	2.369e+02	3.364e+00	3.520e+01
2.449e-01	5.063e-06	-1.246e+03	2.422e+02	3.414e+00	3.547e+01
2.429e-01	5.103e-06	-1.265e+03	2.477e+02	3.465e+00	3.574e+01
2.410e-01	5.144e-06	-1.284e+03	2.533e+02	3.517e+00	3.601e+01
2.391e-01	5.185e-06	-1.304e+03	2.591e+02	3.571e+00	3.629e+01
2.372e-01	5.227e-06	-1.324e+03	2.651e+02	3.625e+00	3.657e+01
2.353e-01	5.269e-06	-1.345e+03	2.713e+02	3.681e+00	3.685e+01
2.334e-01	5.312e-06	-1.366e+03	2.777e+02	3.738e+00	3.714e+01
2.315e-01	5.356e-06	-1.387e+03	2.843e+02	3.797e+00	3.744e+01
2.296e-01	5.401e-06	-1.409e+03	2.911e+02	3.856e+00	3.774e+01
2.276e-01	5.446e-06	-1.432e+03	2.981e+02	3.918e+00	3.804e+01
2.257e-01	5.493e-06	-1.455e+03	3.053e+02	3.980e+00	3.835e+01
2.238e-01	5.539e-06	-1.478e+03	3.127e+02	4.044e+00	3.866e+01
2.219e-01	5.587e-06	-1.503e+03	3.204e+02	4.110e+00	3.898e+01
2.200e-01	5.636e-06	-1.527e+03	3.284e+02	4.177e+00	3.930e+01
2.181e-01	5.685e-06	-1.553e+03	3.366e+02	4.246e+00	3.963e+01
2.162e-01	5.736e-06	-1.579e+03	3.450e+02	4.317e+00	3.997e+01
2.143e-01	5.787e-06	-1.605e+03	3.538e+02	4.389e+00	4.031e+01
2.123e-01	5.839e-06	-1.633e+03	3.628e+02	4.463e+00	4.065e+01
2.104e-01	5.892e-06	-1.661e+03	3.722e+02	4.539e+00	4.100e+01
2.085e-01	5.946e-06	-1.689e+03	3.819e+02	4.617e+00	4.136e+01
2.066e-01	6.001e-06	-1.719e+03	3.919e+02	4.696e+00	4.172e+01
2.047e-01	6.057e-06	-1.749e+03	4.022e+02	4.778e+00	4.209e+01
2.028e-01	6.114e-06	-1.780e+03	4.129e+02	4.862e+00	4.247e+01
2.009e-01	6.173e-06	-1.811e+03	4.240e+02	4.948e+00	4.285e+01
1.990e-01	6.232e-06	-1.844e+03	4.355e+02	5.037e+00	4.324e+01
1.970e-01	6.292e-06	-1.878e+03	4.474e+02	5.127e+00	4.363e+01
1.951e-01	6.354e-06	-1.912e+03	4.598e+02	5.220e+00	4.404e+01
1.932e-01	6.417e-06	-1.947e+03	4.725e+02	5.316e+00	4.445e+01
1.913e-01	6.481e-06	-1.983e+03	4.858e+02	5.414e+00	4.486e+01
1.894e-01	6.547e-06	-2.021e+03	4.995e+02	5.515e+00	4.529e+01
1.875e-01	6.613e-06	-2.059e+03	5.138e+02	5.619e+00	4.572e+01
1.856e-01	6.682e-06	-2.098e+03	5.286e+02	5.725e+00	4.616e+01
1.836e-01	6.751e-06	-2.139e+03	5.439e+02	5.835e+00	4.661e+01
1.817e-01	6.822e-06	-2.180e+03	5.598e+02	5.947e+00	4.707e+01
1.798e-01	6.895e-06	-2.223e+03	5.764e+02	6.063e+00	4.754e+01
1.779e-01	6.969e-06	-2.267e+03	5.936e+02	6.182e+00	4.801e+01
1.760e-01	7.045e-06	-2.312e+03	6.115e+02	6.304e+00	4.850e+01
1.741e-01	7.122e-06	-2.359e+03	6.300e+02	6.430e+00	4.899e+01
1.722e-01	7.201e-06	-2.407e+03	6.493e+02	6.560e+00	4.949e+01
1.703e-01	7.282e-06	-2.456e+03	6.695e+02	6.693e+00	5.001e+01
1.683e-01	7.365e-06	-2.507e+03	6.904e+02	6.831e+00	5.053e+01
1.664e-01	7.450e-06	-2.559e+03	7.122e+02	6.972e+00	5.107e+01
1.645e-01	7.536e-06	-2.614e+03	7.348e+02	7.118e+00	5.162e+01
1.626e-01	7.625e-06	-2.669e+03	7.585e+02	7.269e+00	5.217e+01
1.607e-01	7.716e-06	-2.727e+03	7.831e+02	7.424e+00	5.274e+01
1.588e-01	7.809e-06	-2.786e+03	8.088e+02	7.584e+00	5.332e+01
1.569e-01	7.904e-06	-2.847e+03	8.356e+02	7.748e+00	5.392e+01
1.550e-01	8.001e-06	-2.910e+03	8.635e+02	7.919e+00	5.453e+01
1.530e-01	8.101e-06	-2.976e+03	8.927e+02	8.094e+00	5.515e+01
1.511e-01	8.204e-06	-3.043e+03	9.232e+02	8.275e+00	5.578e+01
1.492e-01	8.309e-06	-3.112e+03	9.550e+02	8.462e+00	5.643e+01
1.473e-01	8.417e-06	-3.184e+03	9.883e+02	8.655e+00	5.709e+01
1.454e-01	8.528e-06	-3.259e+03	1.023e+03	8.855e+00	5.777e+01
1.435e-01	8.642e-06	-3.336e+03	1.059e+03	9.061e+00	5.846e+01
1.416e-01	8.758e-06	-3.415e+03	1.098e+03	9.274e+00	5.917e+01
1.396e-01	8.878e-06	-3.497e+03	1.137e+03	9.495e+00	5.990e+01
1.377e-01	9.002e-06	-3.583e+03	1.179e+03	9.722e+00	6.064e+01
1.358e-01	9.128e-06	-3.671e+03	1.223e+03	9.958e+00	6.140e+01
1.339e-01	9.259e-06	-3.762e+03	1.269e+03	1.020e+01	6.218e+01
1.320e-01	9.393e-06	-3.857e+03	1.317e+03	1.046e+01	6.298e+01
1.301e-01	9.531e-06	-3.955e+03	1.367e+03	1.072e+01	6.380e+01
1.282e-01	9.673e-06	-4.057e+03	1.420e+03	1.099e+01	6.464e+01
1.263e-01	9.820e-06	-4.163e+03	1.476e+03	1.127e+01	6.550e+01
1.243e-01	9.971e-06	-4.272e+03	1.535e+03	1.156e+01	6.638e+01
1.224e-01	1.013e-05	-4.386e+03	1.596e+03	1.186e+01	6.728e+01
1.205e-01	1.029e-05	-4.505e+03	1.661e+03	1.217e+01	6.821e+01
1.186e-01	1.045e-05	-4.628e+03	1.729e+03	1.250e+01	6.917e+01
1.167e-01	1.063e-05	-4.756e+03	1.801e+03	1.284e+01	7.015e+01
1.148e-01	1.080e-05	-4.889e+03	1.876e+03	1.319e+01	7.115e+01
1.129e-01	1.099e-05	-5.027e+03	1.956e+03	1.355e+01	7.219e+01
1.110e-01	1.117e-05	-5.172e+03	2.040e+03	1.393e+01	7.325e+01
1.090e-01	1.137e-05	-5.322e+03	2.129e+03	1.432e+01	7.434e+01
1.071e-01	1.157e-05	-5.478e+03	2.223e+03	1.473e+01	7.547e+01
1.052e-01	1.178e-05	-5.642e+03	2.322e+03	1.515e+01	7.662e+01
1.033e-01	1.200e-05	-5.812e+03	2.427e+03	1.559e+01	7.782e+01
1.014e-01	1.223e-05	-5.990e+03	2.537e+03	1.605e+01	7.904e+01
9.947e-02	1.246e-05	-6.177e+03	2.655e+03	1.653e+01	8.031e+01
9.756e-02	1.271e-05	-6.371e+03	2.779e+03	1.703e+01	8.162e+01
9.565e-02	1.296e-05	-6.575e+03	2.911e+03	1.754e+01	8.296e+01
9.374e-02	1.323e-05	-6.788e+03	3.051e+03	1.808e+01	8.435e+01
9.183e-02	1.350e-05	-7.011e+03	3.199e+03	1.865e+01	8.578e+01
8.991e-02	1.379e-05	-7.246e+03	3.357e+03	1.923e+01	8.727e+01
8.800e-02	1.409e-05	-7.491e+03	3.524e+03	1.984e+01	8.880e+01
8.608e-02	1.440e-05	-7.750e+03	3.702e+03	2.048e+01	9.038e+01
8.417e-02	1.473e-05	-8.021e+03	3.892e+03	2.115e+01	9.202e+01
8.226e-02	1.507e-05	-8.307e+03	4.094e+03	2.184e+01	9.372e+01
8.035e-02	1.543e-05	-8.608e+03	4.309e+03	2.257e+01	9.548e+01
7.843e-02	1.581e-05	-8.925e+03	4.539e+03	2.332e+01	9.731e+01
7.652e-02	1.620e-05	-9.260e+03	4.784e+03	2.411e+01	9.921e+01
7.461e-02	1.662e-05	-9.615e+03	5.047e+03	2.494e+01	1.012e+02
7.269e-02	1.706e-05	-9.990e+03	5.327e+03	2.580e+01	1.032e+02
7.078e-02	1.752e-05	-1.039e+04	5.627e+03	2.670e+01	1.054e+02
6.887e-02	1.800e-05	-1.081e+04	5.949e+03	2.765e+01	1.076e+02
6.696e-02	1.852e-05	-1.126e+04	6.294e+03	2.863e+01	1.099e+02
6.504e-02	1.906e-05	-1.174e+04	6.664e+03	2.966e+01	1.123e+02
6.313e-02	1.964e-05	-1.225e+04	7.062e+03	3.074e+01	1.149e+02
6.121e-02	2.025e-05	-1.280e+04	7.491e+03	3.186e+01	1.175e+02
5.930e-02	2.091e-05	-1.339e+04	7.952e+03	3.304e+01	1.203e+02
5.739e-02	2.160e-05	-1.402e+04	8.449e+03	3.427e+01	1.233e+02
5.548e-02	2.235e-05	-1.471e+04	8.986e+03	3.555e+01	1.264e+02
5.356e-02	2.315e-05	-1.545e+04	9.567e+03	3.690e+01	1.296e+02
5.165e-02	2.400e-05	-1.625e+04	1.020e+04	3.830e+01	1.331e+02
4.974e-02	2.493e-05	-1.713e+04	1.088e+04	3.976e+01	1.368e+02
					
					
					
					
					
					
					
					
					
					
					
